pattern,Agreement,Expected Agreement,threhsold1_imp_agreement,threhsold2_imp_agreement,pattern_lift
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 68.0)}",0.52,0.004507153,97.8,68,115.4140708
"{(population_density_on_land_2010 148.0),(household_density_on_land_2010 39.1)}",0.55,0.004752894,148,39.1,115.369117
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 69.0)}",0.51,0.004426545,97.8,69,115.343509
"{(population_density_on_land_2010 153.0),(household_density_on_land_2010 39.1)}",0.52,0.004559242,153,39.1,115.1201376
"{(population_density_on_land_2010 156.0),(household_density_on_land_2010 39.1)}",0.5,0.004387907,156,39.1,114.8815279
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 48.8)}",0.74,0.006415286,100.3,48.8,114.8601292
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 54.7)}",0.63,0.005513267,97.8,54.7,114.3758697
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 39.1)}",0.7,0.00615066,110,39.1,114.2458829
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 39.1)}",0.77,0.006718484,106,39.1,114.2036184
"{(population_density_on_land_2010 118.0),(household_density_on_land_2010 39.1)}",0.67,0.00589496,118,39.1,114.1287708
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 46.4)}",0.78,0.006818353,100.3,46.4,113.757216
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 47.0)}",0.78,0.006818353,100.3,47,113.757216
"{(population_density_on_land_2010 115.0),(household_density_on_land_2010 39.1)}",0.67,0.005924529,115,39.1,113.6560808
"{(population_density_on_land_2010 122.4),(household_density_on_land_2010 39.1)}",0.65,0.005763138,122.4,39.1,113.4465137
"{(population_density_on_land_2010 126.0),(household_density_on_land_2010 39.1)}",0.65,0.005697907,126,39.1,113.3715178
"{(population_density_on_land_2010 137.0),(household_density_on_land_2010 39.1)}",0.59,0.005185358,137,39.1,113.3407859
"{(population_density_on_land_2010 129.6),(household_density_on_land_2010 39.1)}",0.62,0.005501883,129.6,39.1,113.1354513
"{(population_density_on_land_2010 140.0),(household_density_on_land_2010 39.1)}",0.57,0.005064176,140,39.1,113.1242895
"{(population_density_on_land_2010 143.0),(household_density_on_land_2010 39.1)}",0.56,0.004949327,143,39.1,112.959574
"{(population_density_on_land_2010 133.0),(household_density_on_land_2010 39.1)}",0.6,0.005312555,133,39.1,112.911488
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 45.0)}",0.78,0.006967143,100.3,45,112.3152157
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 60.9)}",0.58,0.005165727,94,60.9,112.0465367
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 62.0)}",0.56,0.005012441,94,62,111.9693196
"{(population_density_on_land_2010 148.0),(household_density_on_land_2010 38.1)}",0.55,0.00486917,148,38.1,111.9393014
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 43.6)}",0.79,0.007029967,100.3,43.6,111.9238013
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 64.0)}",0.54,0.004811807,94,64,111.8608176
"{(population_density_on_land_2010 153.0),(household_density_on_land_2010 38.1)}",0.52,0.004670781,153,38.1,111.7541469
"{(population_density_on_land_2010 156.0),(household_density_on_land_2010 38.1)}",0.5,0.004495254,156,38.1,111.5767039
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 57.6)}",0.6,0.005384368,94,57.6,111.5694218
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 59.0)}",0.59,0.005299872,94,59,111.5251135
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 51.0)}",0.69,0.006205294,97.8,51,111.2628352
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 66.0)}",0.52,0.00464602,94,66,111.0694481
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 56.1)}",0.61,0.005449645,94,56.1,111.0534323
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 52.0)}",0.66,0.005970854,97.8,52,111.0356223
"{(population_density_on_land_2010 112.0),(household_density_on_land_2010 38.1)}",0.68,0.00608611,112,38.1,110.9703327
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 68.0)}",0.51,0.004609342,94,68,110.3960821
"{(population_density_on_land_2010 137.0),(household_density_on_land_2010 38.1)}",0.58,0.005312214,137,38.1,109.8940438
"{(population_density_on_land_2010 126.0),(household_density_on_land_2010 38.1)}",0.64,0.005837302,126,38.1,109.8218239
"{(population_density_on_land_2010 140.0),(household_density_on_land_2010 38.1)}",0.57,0.005188067,140,38.1,109.7139474
"{(population_density_on_land_2010 129.6),(household_density_on_land_2010 38.1)}",0.62,0.005636483,129.6,38.1,109.6325167
"{(population_density_on_land_2010 143.0),(household_density_on_land_2010 38.1)}",0.56,0.005070408,143,38.1,109.5832176
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 38.1)}",0.69,0.006301131,110,38.1,109.4922708
"{(population_density_on_land_2010 133.0),(household_density_on_land_2010 38.1)}",0.6,0.005442523,133,38.1,109.4561069
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 49.7)}",0.7,0.00641974,97.8,49.7,109.4527622
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 38.1)}",0.75,0.006882847,106,38.1,109.4288113
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 54.7)}",0.62,0.005638267,94,54.7,109.417008
"{(population_density_on_land_2010 118.0),(household_density_on_land_2010 38.1)}",0.66,0.006039176,118,38.1,109.3933566
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 48.8)}",0.72,0.006617835,97.8,48.8,109.1328122
"{(population_density_on_land_2010 115.0),(household_density_on_land_2010 38.1)}",0.66,0.006069468,115,38.1,108.9434789
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 39.1)}",0.76,0.007017294,103,39.1,108.8031241
"{(population_density_on_land_2010 122.4),(household_density_on_land_2010 38.1)}",0.64,0.005904129,122.4,38.1,108.7527779
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 51.0)}",0.69,0.006345985,94,51,108.1760047
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 45.0)}",0.78,0.007187116,97.8,45,108.1368293
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 46.4)}",0.76,0.007033628,97.8,46.4,108.0681165
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 47.0)}",0.76,0.007033628,97.8,47,108.0681165
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 52.0)}",0.66,0.006106229,94,52,107.9971772
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 43.6)}",0.78,0.007251924,97.8,43.6,107.7539217
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 42.9)}",0.79,0.00735096,100.3,42.9,107.0098529
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 49.7)}",0.7,0.006565293,94,49.7,106.4033261
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 48.8)}",0.72,0.006767879,94,48.8,106.0671627
"{(population_density_on_land_2010 148.0),(household_density_on_land_2010 37.3)}",0.53,0.004995445,148,37.3,105.8210062
"{(population_density_on_land_2010 153.0),(household_density_on_land_2010 37.3)}",0.51,0.004791911,153,37.3,105.6290385
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 45.0)}",0.77,0.007350067,94,45,105.0371307
"{(population_density_on_land_2010 112.0),(household_density_on_land_2010 37.3)}",0.66,0.006243945,112,37.3,104.9990108
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 46.4)}",0.76,0.007193099,94,46.4,104.9896069
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 47.0)}",0.76,0.007193099,94,47,104.9896069
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 42.9)}",0.8,0.007583051,97.8,42.9,104.8790337
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 43.6)}",0.78,0.007416344,94,43.6,104.6617845
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 37.3)}",0.74,0.007061344,106,37.3,104.5244042
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 38.1)}",0.75,0.007188967,103,38.1,104.2974313
"{(population_density_on_land_2010 137.0),(household_density_on_land_2010 37.3)}",0.57,0.005449979,137,37.3,103.9375265
"{(population_density_on_land_2010 126.0),(household_density_on_land_2010 37.3)}",0.62,0.005988684,126,37.3,103.9065201
"{(population_density_on_land_2010 140.0),(household_density_on_land_2010 37.3)}",0.55,0.005322612,140,37.3,103.7587724
"{(population_density_on_land_2010 129.6),(household_density_on_land_2010 37.3)}",0.6,0.005782657,129.6,37.3,103.7155702
"{(population_density_on_land_2010 143.0),(household_density_on_land_2010 37.3)}",0.54,0.005201902,143,37.3,103.6264224
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 37.3)}",0.67,0.006464542,110,37.3,103.6252072
"{(population_density_on_land_2010 133.0),(household_density_on_land_2010 37.3)}",0.58,0.005583667,133,37.3,103.5362486
"{(population_density_on_land_2010 118.0),(household_density_on_land_2010 37.3)}",0.64,0.006195794,118,37.3,103.517166
"{(population_density_on_land_2010 115.0),(household_density_on_land_2010 37.3)}",0.64,0.006226871,115,37.3,103.0969735
"{(population_density_on_land_2010 122.4),(household_density_on_land_2010 37.3)}",0.62,0.006057244,122.4,37.3,102.9077961
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 60.9)}",0.55,0.005360476,91,60.9,102.3795983
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 62.0)}",0.53,0.005201411,91,62,102.2744675
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 41.4)}",0.78,0.007619066,100.3,41.4,102.1462709
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 64.0)}",0.51,0.004993213,91,64,102.1267423
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 57.6)}",0.57,0.00558736,91,57.6,101.9941564
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 59.0)}",0.56,0.005499678,91,59,101.9363492
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 42.9)}",0.79,0.007754979,94,42.9,101.8640039
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 56.1)}",0.57,0.005655098,91,56.1,101.035097
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 41.4)}",0.79,0.007859621,97.8,41.4,100.9162778
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 40.6)}",0.77,0.00760203,100.3,40.6,100.7462478
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 40.6)}",0.79,0.007842048,97.8,40.6,100.4459873
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 37.3)}",0.74,0.007375403,103,37.3,99.6670085
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 54.7)}",0.58,0.005850831,91,54.7,99.08123416
"{(population_density_on_land_2010 112.0),(household_density_on_land_2010 36.3)}",0.64,0.006470046,112,36.3,98.37205735
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 51.0)}",0.65,0.00658523,91,51,98.15861588
"{(population_density_on_land_2010 148.0),(household_density_on_land_2010 36.3)}",0.51,0.005176337,148,36.3,98.12252533
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 41.4)}",0.79,0.00803782,94,41.4,98.02923697
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 52.0)}",0.62,0.006336436,91,52,97.93713343
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 36.3)}",0.72,0.007317044,106,36.3,97.90618904
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 40.6)}",0.78,0.008019848,94,40.6,97.57892424
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 36.3)}",0.65,0.006698631,110,36.3,97.09541192
"{(population_density_on_land_2010 118.0),(household_density_on_land_2010 36.3)}",0.62,0.006420151,118,36.3,97.00551894
"{(population_density_on_land_2010 126.0),(household_density_on_land_2010 36.3)}",0.6,0.006205542,126,36.3,96.87987626
"{(population_density_on_land_2010 129.6),(household_density_on_land_2010 36.3)}",0.58,0.005992055,129.6,36.3,96.7018393
"{(population_density_on_land_2010 115.0),(household_density_on_land_2010 36.3)}",0.62,0.006452354,115,36.3,96.61621141
"{(population_density_on_land_2010 133.0),(household_density_on_land_2010 36.3)}",0.56,0.005785859,133,36.3,96.53443037
"{(population_density_on_land_2010 122.4),(household_density_on_land_2010 36.3)}",0.61,0.006276585,122.4,36.3,96.44803182
"{(population_density_on_land_2010 137.0),(household_density_on_land_2010 36.3)}",0.54,0.00564733,137,36.3,96.42759936
"{(population_density_on_land_2010 140.0),(household_density_on_land_2010 36.3)}",0.53,0.005515351,140,36.3,96.2544822
"{(population_density_on_land_2010 143.0),(household_density_on_land_2010 36.3)}",0.52,0.00539027,143,36.3,96.12401383
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 49.7)}",0.65,0.006812806,91,49.7,95.22640352
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 42.9)}",0.77,0.008047343,91,42.9,95.21885476
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 48.8)}",0.67,0.00702303,91,48.8,94.99850228
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 45.0)}",0.72,0.007627167,91,45,94.26574207
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 46.4)}",0.7,0.007464281,91,46.4,94.17701728
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 47.0)}",0.7,0.007464281,91,47,94.17701728
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 43.6)}",0.72,0.007695942,91,43.6,93.95119251
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 39.1)}",0.74,0.007878283,100.3,39.1,93.72408953
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 36.3)}",0.71,0.007642476,103,36.3,93.41497155
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 39.1)}",0.76,0.008127023,97.8,39.1,93.05787473
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 57.6)}",0.54,0.005843276,87.7,57.6,92.87863604
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 60.9)}",0.52,0.005606,87.7,60.9,92.74947881
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 62.0)}",0.5,0.005439649,87.7,62,92.63487352
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 56.1)}",0.55,0.005914116,87.7,56.1,92.47522109
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 41.4)}",0.77,0.008340848,91,41.4,92.45907423
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 59.0)}",0.53,0.005751578,87.7,59,92.36986897
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 40.6)}",0.77,0.008322198,91,40.6,92.0237939
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 39.1)}",0.76,0.008311284,94,39.1,91.51364439
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 54.7)}",0.56,0.006118815,87.7,54.7,90.71678144
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 38.1)}",0.73,0.008071019,100.3,38.1,89.95937398
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 51.0)}",0.62,0.00688685,87.7,51,89.89511648
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 52.0)}",0.59,0.006626661,87.7,52,89.69227957
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 38.1)}",0.74,0.008325845,97.8,38.1,88.94653654
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 39.1)}",0.76,0.008624622,91,39.1,88.15967936
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 42.9)}",0.74,0.008415933,87.7,42.9,87.98796097
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 38.1)}",0.75,0.008514614,94,38.1,87.80354395
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 57.6)}",0.53,0.006028043,84.1,57.6,87.32866597
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 49.7)}",0.62,0.00712485,87.7,49.7,87.25667255
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 60.9)}",0.5,0.005783264,84.1,60.9,87.20699825
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 48.8)}",0.64,0.007344703,87.7,48.8,87.05464052
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 56.1)}",0.53,0.006101123,84.1,56.1,86.95380768
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 59.0)}",0.52,0.005933446,84.1,59,86.85471239
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 43.6)}",0.7,0.008048436,87.7,43.6,86.85333848
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 45.0)}",0.69,0.007976511,87.7,45,86.79443547
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 37.3)}",0.72,0.00828033,100.3,37.3,86.45736538
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 46.4)}",0.67,0.007806164,87.7,46.4,86.32147483
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 47.0)}",0.67,0.007806164,87.7,47,86.32147483
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 37.3)}",0.73,0.008541764,97.8,37.3,85.84136221
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 41.4)}",0.75,0.00872288,87.7,41.4,85.47501845
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 40.6)}",0.74,0.008703376,87.7,40.6,85.40325597
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 37.3)}",0.75,0.008735428,94,37.3,85.39357187
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 54.7)}",0.54,0.006312294,84.1,54.7,85.3192094
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 38.1)}",0.75,0.008835617,91,38.1,85.2789141
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 35.0)}",0.7,0.008211591,103,35,84.79090448
"{(population_density_on_land_2010 112.0),(household_density_on_land_2010 35.0)}",0.59,0.006951854,112,35,84.57745182
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 51.0)}",0.6,0.007104616,84.1,51,84.56098961
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 39.1)}",0.76,0.009019652,87.7,39.1,84.38763805
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 52.0)}",0.58,0.006836199,84.1,52,84.37018849
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 35.0)}",0.66,0.007861926,106,35,84.25698676
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 42.9)}",0.73,0.008682048,84.1,42.9,84.184683
"{(population_density_on_land_2010 129.6),(household_density_on_land_2010 35.0)}",0.54,0.006438268,129.6,35,83.91579426
"{(population_density_on_land_2010 133.0),(household_density_on_land_2010 35.0)}",0.52,0.006216717,133,35,83.76951137
"{(population_density_on_land_2010 137.0),(household_density_on_land_2010 35.0)}",0.51,0.006067872,137,35,83.67583976
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 35.0)}",0.6,0.007197461,110,35,83.526728
"{(population_density_on_land_2010 118.0),(household_density_on_land_2010 35.0)}",0.58,0.006898243,118,35,83.42551771
"{(population_density_on_land_2010 126.0),(household_density_on_land_2010 35.0)}",0.56,0.006667653,126,35,83.29867891
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 43.6)}",0.69,0.008302931,84.1,43.6,83.15046247
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 45.0)}",0.68,0.008228732,84.1,45,83.10220335
"{(population_density_on_land_2010 115.0),(household_density_on_land_2010 35.0)}",0.58,0.006932845,115,35,83.10161087
"{(population_density_on_land_2010 122.4),(household_density_on_land_2010 35.0)}",0.56,0.006743986,122.4,35,82.94298955
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 37.3)}",0.75,0.009064756,91,37.3,82.93022081
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 57.6)}",0.51,0.006103894,82.4,57.6,82.88851262
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 46.4)}",0.67,0.008052999,84.1,46.4,82.67394727
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 47.0)}",0.67,0.008052999,84.1,47,82.67394727
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 38.1)}",0.76,0.009240311,87.7,38.1,82.58294773
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 56.1)}",0.51,0.006177894,82.4,56.1,82.54975543
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 49.7)}",0.61,0.007350141,84.1,49.7,82.48981907
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 48.8)}",0.62,0.007576946,84.1,48.8,82.29591207
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 41.4)}",0.73,0.008998702,84.1,41.4,81.49140481
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 40.6)}",0.73,0.008978581,84.1,40.6,81.42518853
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 37.3)}",0.77,0.009479946,87.7,37.3,81.17317604
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 54.7)}",0.52,0.006391722,82.4,54.7,81.04254288
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 36.3)}",0.72,0.008851072,97.8,36.3,80.92951345
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 36.3)}",0.73,0.009051749,94,36.3,80.90328407
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 36.3)}",0.69,0.008580171,100.3,36.3,80.88050882
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 39.1)}",0.75,0.009304858,84.1,39.1,80.77076899
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 51.0)}",0.58,0.007194014,82.4,51,80.48638197
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 42.9)}",0.71,0.008791295,82.4,42.9,80.37015336
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 52.0)}",0.56,0.00692222,82.4,52,80.25210606
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 43.6)}",0.67,0.008407408,82.4,43.6,79.3340013
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 45.0)}",0.66,0.008332274,82.4,45,79.2776445
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 38.1)}",0.75,0.009532494,84.1,38.1,79.05171688
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 36.3)}",0.74,0.009393002,91,36.3,78.91243982
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 46.4)}",0.64,0.00815433,82.4,46.4,78.8439692
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 47.0)}",0.64,0.00815433,82.4,47,78.8439692
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 49.7)}",0.58,0.007442629,82.4,49.7,78.55542349
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 40.6)}",0.71,0.009091559,82.4,40.6,78.42573049
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 48.8)}",0.6,0.007672287,82.4,48.8,78.40914883
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 39.1)}",0.74,0.009421941,82.4,39.1,78.13484039
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 36.3)}",0.77,0.009823226,87.7,36.3,78.06875307
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 41.4)}",0.71,0.009111933,82.4,41.4,77.84053276
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 37.3)}",0.76,0.009779706,84.1,37.3,77.70457682
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 36.3)}",0.78,0.010133841,84.1,36.3,77.10700383
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 38.1)}",0.74,0.009652442,82.4,38.1,76.79653414
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 54.7)}",0.51,0.006614526,80,54.7,76.53980541
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 54.7)}",0.51,0.006646778,77.7,54.7,76.1694339
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 42.9)}",0.69,0.009097743,80,42.9,76.04371804
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 51.0)}",0.57,0.007444784,80,51,75.97061828
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 39.1)}",0.74,0.009750372,80,39.1,75.8887948
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 52.0)}",0.54,0.007163515,80,52,75.7685774
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 40.6)}",0.71,0.009408474,80,40.6,75.66636099
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 37.3)}",0.75,0.009902765,82.4,37.3,75.49995093
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 43.6)}",0.66,0.008700474,80,43.6,75.40535288
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 45.0)}",0.65,0.008622722,80,45,75.35884791
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 46.4)}",0.64,0.008438575,80,46.4,75.27852716
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 47.0)}",0.64,0.008438575,80,47,75.27852716
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 36.3)}",0.77,0.010261356,82.4,36.3,75.19749874
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 49.7)}",0.58,0.007702065,80,49.7,75.09492737
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 42.9)}",0.69,0.009142103,77.7,42.9,74.99172098
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 48.8)}",0.59,0.007939729,80,48.8,74.9275882
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 51.0)}",0.56,0.007481084,77.7,51,74.87252095
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 52.0)}",0.54,0.007198444,77.7,52,74.66329845
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 40.6)}",0.71,0.009454349,77.7,40.6,74.62704731
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 39.1)}",0.73,0.009797915,77.7,39.1,74.57802367
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 38.1)}",0.74,0.009988908,80,38.1,74.57503669
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 43.6)}",0.65,0.008742897,77.7,43.6,74.35309567
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 45.0)}",0.64,0.008664766,77.7,45,74.30526676
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 41.4)}",0.7,0.009429558,80,41.4,74.24911761
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 46.4)}",0.63,0.008479721,77.7,46.4,74.22122161
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 47.0)}",0.63,0.008479721,77.7,47,74.22122161
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 49.7)}",0.57,0.00773962,77.7,49.7,74.01837611
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 38.1)}",0.74,0.010037613,77.7,38.1,73.8720631
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 48.8)}",0.59,0.007978443,77.7,48.8,73.86102183
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 35.0)}",0.68,0.009219115,100.3,35,73.57568652
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 35.0)}",0.7,0.009510189,97.8,35,73.56681887
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 35.0)}",0.71,0.00972581,94,35,73.50749137
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 37.3)}",0.75,0.010247957,80,37.3,73.30440543
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 36.3)}",0.78,0.010619048,80,36.3,73.24493666
